date,nav,scheme_name
2022-04-08,427.5619,HDFC Top 100 Fund - Regular Plan - Growth
2022-04-09,427.5619,HDFC Top 100 Fund - Regular Plan - Growth
2022-04-10,428.3154,HDFC Top 100 Fund - Regular Plan - Growth
2022-04-11,452.9791,HDFC Top 100 Fund - Regular Plan - Growth
2022-04-12,452.9791,HDFC Top 100 Fund - Regular Plan - Growth
2022-04-13,452.9791,HDFC Top 100 Fund - Regular Plan - Growth
2022-04-14,452.9791,HDFC Top 100 Fund - Regular Plan - Growth
2022-04-15,452.9791,HDFC Top 100 Fund - Regular Plan - Growth
2022-04-16,452.9791,HDFC Top 100 Fund - Regular Plan - Growth
2022-04-17,452.9791,HDFC Top 100 Fund - Regular Plan - Growth
2022-04-18,452.9791,HDFC Top 100 Fund - Regular Plan - Growth
2022-04-19,452.9791,HDFC Top 100 Fund - Regular Plan - Growth
2022-04-20,452.9791,HDFC Top 100 Fund - Regular Plan - Growth
2022-04-21,452.9791,HDFC Top 100 Fund - Regular Plan - Growth
2022-04-22,452.9791,HDFC Top 100 Fund - Regular Plan - Growth
2022-04-23,452.9791,HDFC Top 100 Fund - Regular Plan - Growth
2022-04-24,452.9791,HDFC Top 100 Fund - Regular Plan - Growth
2022-04-25,452.9791,HDFC Top 100 Fund - Regular Plan - Growth
2022-04-26,452.9791,HDFC Top 100 Fund - Regular Plan - Growth
2022-04-27,452.9791,HDFC Top 100 Fund - Regular Plan - Growth
2022-04-28,452.9791,HDFC Top 100 Fund - Regular Plan - Growth
2022-04-29,452.9791,HDFC Top 100 Fund - Regular Plan - Growth
2022-04-30,452.9791,HDFC Top 100 Fund - Regular Plan - Growth
2022-05-01,521.7239,HDFC Top 100 Fund - Regular Plan - Growth
2022-05-02,521.7239,HDFC Top 100 Fund - Regular Plan - Growth
2022-05-03,521.7239,HDFC Top 100 Fund - Regular Plan - Growth
2022-05-04,531.2213,HDFC Top 100 Fund - Regular Plan - Growth
2022-05-05,517.1078,HDFC Top 100 Fund - Regular Plan - Growth
2022-05-06,517.1078,HDFC Top 100 Fund - Regular Plan - Growth
2022-05-07,449.0289,HDFC Top 100 Fund - Regular Plan - Growth
2022-05-08,424.424,HDFC Top 100 Fund - Regular Plan - Growth
2022-05-09,415.1206,HDFC Top 100 Fund - Regular Plan - Growth
2022-05-10,432.9656,HDFC Top 100 Fund - Regular Plan - Growth
2022-05-11,432.9656,HDFC Top 100 Fund - Regular Plan - Growth
2022-05-12,483.5309,HDFC Top 100 Fund - Regular Plan - Growth
2022-05-13,483.5309,HDFC Top 100 Fund - Regular Plan - Growth
2022-05-14,483.5309,HDFC Top 100 Fund - Regular Plan - Growth
2022-05-15,483.5309,HDFC Top 100 Fund - Regular Plan - Growth
2022-05-16,483.5309,HDFC Top 100 Fund - Regular Plan - Growth
2022-05-17,483.5309,HDFC Top 100 Fund - Regular Plan - Growth
2022-05-18,483.5309,HDFC Top 100 Fund - Regular Plan - Growth
2022-05-19,483.5309,HDFC Top 100 Fund - Regular Plan - Growth
2022-05-20,483.5309,HDFC Top 100 Fund - Regular Plan - Growth
2022-05-21,483.5309,HDFC Top 100 Fund - Regular Plan - Growth
2022-05-22,483.5309,HDFC Top 100 Fund - Regular Plan - Growth
2022-05-23,483.5309,HDFC Top 100 Fund - Regular Plan - Growth
2022-05-24,483.5309,HDFC Top 100 Fund - Regular Plan - Growth
2022-05-25,483.5309,HDFC Top 100 Fund - Regular Plan - Growth
2022-05-26,483.5309,HDFC Top 100 Fund - Regular Plan - Growth
2022-05-27,483.5309,HDFC Top 100 Fund - Regular Plan - Growth
2022-05-28,483.5309,HDFC Top 100 Fund - Regular Plan - Growth
2022-05-29,483.5309,HDFC Top 100 Fund - Regular Plan - Growth
2022-05-30,483.5309,HDFC Top 100 Fund - Regular Plan - Growth
2022-05-31,483.5309,HDFC Top 100 Fund - Regular Plan - Growth
2022-06-01,515.788,HDFC Top 100 Fund - Regular Plan - Growth
2022-06-02,515.788,HDFC Top 100 Fund - Regular Plan - Growth
2022-06-03,515.788,HDFC Top 100 Fund - Regular Plan - Growth
2022-06-04,532.3217,HDFC Top 100 Fund - Regular Plan - Growth
2022-06-05,514.6837,HDFC Top 100 Fund - Regular Plan - Growth
2022-06-06,476.2119,HDFC Top 100 Fund - Regular Plan - Growth
2022-06-07,451.9322,HDFC Top 100 Fund - Regular Plan - Growth
2022-06-08,451.9322,HDFC Top 100 Fund - Regular Plan - Growth
2022-06-09,417.805,HDFC Top 100 Fund - Regular Plan - Growth
2022-06-10,426.8679,HDFC Top 100 Fund - Regular Plan - Growth
2022-06-11,426.8679,HDFC Top 100 Fund - Regular Plan - Growth
2022-06-12,485.0894,HDFC Top 100 Fund - Regular Plan - Growth
2022-06-13,485.0894,HDFC Top 100 Fund - Regular Plan - Growth
2022-06-14,485.0894,HDFC Top 100 Fund - Regular Plan - Growth
2022-06-15,485.0894,HDFC Top 100 Fund - Regular Plan - Growth
2022-06-16,485.0894,HDFC Top 100 Fund - Regular Plan - Growth
2022-06-17,485.0894,HDFC Top 100 Fund - Regular Plan - Growth
2022-06-18,485.0894,HDFC Top 100 Fund - Regular Plan - Growth
2022-06-19,485.0894,HDFC Top 100 Fund - Regular Plan - Growth
2022-06-20,485.0894,HDFC Top 100 Fund - Regular Plan - Growth
2022-06-21,485.0894,HDFC Top 100 Fund - Regular Plan - Growth
2022-06-22,485.0894,HDFC Top 100 Fund - Regular Plan - Growth
2022-06-23,485.0894,HDFC Top 100 Fund - Regular Plan - Growth
2022-06-24,485.0894,HDFC Top 100 Fund - Regular Plan - Growth
2022-06-25,485.0894,HDFC Top 100 Fund - Regular Plan - Growth
2022-06-26,485.0894,HDFC Top 100 Fund - Regular Plan - Growth
2022-06-27,485.0894,HDFC Top 100 Fund - Regular Plan - Growth
2022-06-28,485.0894,HDFC Top 100 Fund - Regular Plan - Growth
2022-06-29,485.0894,HDFC Top 100 Fund - Regular Plan - Growth
2022-06-30,485.0894,HDFC Top 100 Fund - Regular Plan - Growth
2022-07-01,515.1639,HDFC Top 100 Fund - Regular Plan - Growth
2022-07-02,508.0666,HDFC Top 100 Fund - Regular Plan - Growth
2022-07-03,504.411,HDFC Top 100 Fund - Regular Plan - Growth
2022-07-04,526.7582,HDFC Top 100 Fund - Regular Plan - Growth
2022-07-05,526.7582,HDFC Top 100 Fund - Regular Plan - Growth
2022-07-06,481.6458,HDFC Top 100 Fund - Regular Plan - Growth
2022-07-07,446.2213,HDFC Top 100 Fund - Regular Plan - Growth
2022-07-08,446.2213,HDFC Top 100 Fund - Regular Plan - Growth
2022-07-09,418.6355,HDFC Top 100 Fund - Regular Plan - Growth
2022-07-10,421.495,HDFC Top 100 Fund - Regular Plan - Growth
2022-07-11,457.1295,HDFC Top 100 Fund - Regular Plan - Growth
2022-07-12,481.0854,HDFC Top 100 Fund - Regular Plan - Growth
2022-07-13,481.0854,HDFC Top 100 Fund - Regular Plan - Growth
2022-07-14,481.0854,HDFC Top 100 Fund - Regular Plan - Growth
2022-07-15,481.0854,HDFC Top 100 Fund - Regular Plan - Growth
2022-07-16,481.0854,HDFC Top 100 Fund - Regular Plan - Growth
2022-07-17,481.0854,HDFC Top 100 Fund - Regular Plan - Growth
2022-07-18,481.0854,HDFC Top 100 Fund - Regular Plan - Growth
2022-07-19,481.0854,HDFC Top 100 Fund - Regular Plan - Growth
2022-07-20,481.0854,HDFC Top 100 Fund - Regular Plan - Growth
2022-07-21,481.0854,HDFC Top 100 Fund - Regular Plan - Growth
2022-07-22,481.0854,HDFC Top 100 Fund - Regular Plan - Growth
2022-07-23,481.0854,HDFC Top 100 Fund - Regular Plan - Growth
2022-07-24,481.0854,HDFC Top 100 Fund - Regular Plan - Growth
2022-07-25,481.0854,HDFC Top 100 Fund - Regular Plan - Growth
2022-07-26,481.0854,HDFC Top 100 Fund - Regular Plan - Growth
2022-07-27,481.0854,HDFC Top 100 Fund - Regular Plan - Growth
2022-07-28,481.0854,HDFC Top 100 Fund - Regular Plan - Growth
2022-07-29,481.0854,HDFC Top 100 Fund - Regular Plan - Growth
2022-07-30,481.0854,HDFC Top 100 Fund - Regular Plan - Growth
2022-07-31,481.0854,HDFC Top 100 Fund - Regular Plan - Growth
2022-08-01,481.0854,HDFC Top 100 Fund - Regular Plan - Growth
2022-08-02,510.3595,HDFC Top 100 Fund - Regular Plan - Growth
2022-08-03,518.6513,HDFC Top 100 Fund - Regular Plan - Growth
2022-08-04,525.7986,HDFC Top 100 Fund - Regular Plan - Growth
2022-08-05,525.7986,HDFC Top 100 Fund - Regular Plan - Growth
2022-08-06,480.4735,HDFC Top 100 Fund - Regular Plan - Growth
2022-08-07,440.6669,HDFC Top 100 Fund - Regular Plan - Growth
2022-08-08,423.1925,HDFC Top 100 Fund - Regular Plan - Growth
2022-08-09,423.2368,HDFC Top 100 Fund - Regular Plan - Growth
2022-08-10,423.2368,HDFC Top 100 Fund - Regular Plan - Growth
2022-08-11,457.3685,HDFC Top 100 Fund - Regular Plan - Growth
2022-08-12,483.5409,HDFC Top 100 Fund - Regular Plan - Growth
2022-08-13,483.5409,HDFC Top 100 Fund - Regular Plan - Growth
2022-08-14,483.5409,HDFC Top 100 Fund - Regular Plan - Growth
2022-08-15,483.5409,HDFC Top 100 Fund - Regular Plan - Growth
2022-08-16,483.5409,HDFC Top 100 Fund - Regular Plan - Growth
2022-08-17,483.5409,HDFC Top 100 Fund - Regular Plan - Growth
2022-08-18,483.5409,HDFC Top 100 Fund - Regular Plan - Growth
2022-08-19,483.5409,HDFC Top 100 Fund - Regular Plan - Growth
2022-08-20,483.5409,HDFC Top 100 Fund - Regular Plan - Growth
2022-08-21,483.5409,HDFC Top 100 Fund - Regular Plan - Growth
2022-08-22,483.5409,HDFC Top 100 Fund - Regular Plan - Growth
2022-08-23,483.5409,HDFC Top 100 Fund - Regular Plan - Growth
2022-08-24,483.5409,HDFC Top 100 Fund - Regular Plan - Growth
2022-08-25,483.5409,HDFC Top 100 Fund - Regular Plan - Growth
2022-08-26,483.5409,HDFC Top 100 Fund - Regular Plan - Growth
2022-08-27,483.5409,HDFC Top 100 Fund - Regular Plan - Growth
2022-08-28,483.5409,HDFC Top 100 Fund - Regular Plan - Growth
2022-08-29,483.5409,HDFC Top 100 Fund - Regular Plan - Growth
2022-08-30,483.5409,HDFC Top 100 Fund - Regular Plan - Growth
2022-08-31,483.5409,HDFC Top 100 Fund - Regular Plan - Growth
2022-09-01,483.5409,HDFC Top 100 Fund - Regular Plan - Growth
2022-09-02,509.0223,HDFC Top 100 Fund - Regular Plan - Growth
2022-09-03,517.7387,HDFC Top 100 Fund - Regular Plan - Growth
2022-09-04,517.7387,HDFC Top 100 Fund - Regular Plan - Growth
2022-09-05,516.5793,HDFC Top 100 Fund - Regular Plan - Growth
2022-09-06,473.1759,HDFC Top 100 Fund - Regular Plan - Growth
2022-09-07,473.1759,HDFC Top 100 Fund - Regular Plan - Growth
2022-09-08,422.7537,HDFC Top 100 Fund - Regular Plan - Growth
2022-09-09,424.9639,HDFC Top 100 Fund - Regular Plan - Growth
2022-09-10,424.9639,HDFC Top 100 Fund - Regular Plan - Growth
2022-09-11,460.3808,HDFC Top 100 Fund - Regular Plan - Growth
2022-09-12,487.4889,HDFC Top 100 Fund - Regular Plan - Growth
2022-09-13,487.4889,HDFC Top 100 Fund - Regular Plan - Growth
2022-09-14,487.4889,HDFC Top 100 Fund - Regular Plan - Growth
2022-09-15,487.4889,HDFC Top 100 Fund - Regular Plan - Growth
2022-09-16,487.4889,HDFC Top 100 Fund - Regular Plan - Growth
2022-09-17,487.4889,HDFC Top 100 Fund - Regular Plan - Growth
2022-09-18,487.4889,HDFC Top 100 Fund - Regular Plan - Growth
2022-09-19,487.4889,HDFC Top 100 Fund - Regular Plan - Growth
2022-09-20,487.4889,HDFC Top 100 Fund - Regular Plan - Growth
2022-09-21,487.4889,HDFC Top 100 Fund - Regular Plan - Growth
2022-09-22,487.4889,HDFC Top 100 Fund - Regular Plan - Growth
2022-09-23,487.4889,HDFC Top 100 Fund - Regular Plan - Growth
2022-09-24,487.4889,HDFC Top 100 Fund - Regular Plan - Growth
2022-09-25,487.4889,HDFC Top 100 Fund - Regular Plan - Growth
2022-09-26,487.4889,HDFC Top 100 Fund - Regular Plan - Growth
2022-09-27,487.4889,HDFC Top 100 Fund - Regular Plan - Growth
2022-09-28,487.4889,HDFC Top 100 Fund - Regular Plan - Growth
2022-09-29,487.4889,HDFC Top 100 Fund - Regular Plan - Growth
2022-09-30,487.4889,HDFC Top 100 Fund - Regular Plan - Growth
2022-10-01,510.7136,HDFC Top 100 Fund - Regular Plan - Growth
2022-10-02,509.4161,HDFC Top 100 Fund - Regular Plan - Growth
2022-10-03,520.3416,HDFC Top 100 Fund - Regular Plan - Growth
2022-10-04,520.3416,HDFC Top 100 Fund - Regular Plan - Growth
2022-10-05,511.4204,HDFC Top 100 Fund - Regular Plan - Growth
2022-10-06,471.0598,HDFC Top 100 Fund - Regular Plan - Growth
2022-10-07,471.0598,HDFC Top 100 Fund - Regular Plan - Growth
2022-10-08,412.293,HDFC Top 100 Fund - Regular Plan - Growth
2022-10-09,412.293,HDFC Top 100 Fund - Regular Plan - Growth
2022-10-10,422.2208,HDFC Top 100 Fund - Regular Plan - Growth
2022-10-11,451.9519,HDFC Top 100 Fund - Regular Plan - Growth
2022-10-12,451.9519,HDFC Top 100 Fund - Regular Plan - Growth
2022-10-13,451.9519,HDFC Top 100 Fund - Regular Plan - Growth
2022-10-14,451.9519,HDFC Top 100 Fund - Regular Plan - Growth
2022-10-15,451.9519,HDFC Top 100 Fund - Regular Plan - Growth
2022-10-16,451.9519,HDFC Top 100 Fund - Regular Plan - Growth
2022-10-17,451.9519,HDFC Top 100 Fund - Regular Plan - Growth
2022-10-18,451.9519,HDFC Top 100 Fund - Regular Plan - Growth
2022-10-19,451.9519,HDFC Top 100 Fund - Regular Plan - Growth
2022-10-20,451.9519,HDFC Top 100 Fund - Regular Plan - Growth
2022-10-21,451.9519,HDFC Top 100 Fund - Regular Plan - Growth
2022-10-22,451.9519,HDFC Top 100 Fund - Regular Plan - Growth
2022-10-23,451.9519,HDFC Top 100 Fund - Regular Plan - Growth
2022-10-24,451.9519,HDFC Top 100 Fund - Regular Plan - Growth
2022-10-25,451.9519,HDFC Top 100 Fund - Regular Plan - Growth
2022-10-26,451.9519,HDFC Top 100 Fund - Regular Plan - Growth
2022-10-27,451.9519,HDFC Top 100 Fund - Regular Plan - Growth
2022-10-28,451.9519,HDFC Top 100 Fund - Regular Plan - Growth
2022-10-29,451.9519,HDFC Top 100 Fund - Regular Plan - Growth
2022-10-30,451.9519,HDFC Top 100 Fund - Regular Plan - Growth
2022-10-31,451.9519,HDFC Top 100 Fund - Regular Plan - Growth
2022-11-01,513.5542,HDFC Top 100 Fund - Regular Plan - Growth
2022-11-02,512.826,HDFC Top 100 Fund - Regular Plan - Growth
2022-11-03,517.6372,HDFC Top 100 Fund - Regular Plan - Growth
2022-11-04,526.2264,HDFC Top 100 Fund - Regular Plan - Growth
2022-11-05,504.9889,HDFC Top 100 Fund - Regular Plan - Growth
2022-11-06,504.9889,HDFC Top 100 Fund - Regular Plan - Growth
2022-11-07,447.4448,HDFC Top 100 Fund - Regular Plan - Growth
2022-11-08,418.6311,HDFC Top 100 Fund - Regular Plan - Growth
2022-11-09,418.6311,HDFC Top 100 Fund - Regular Plan - Growth
2022-11-10,422.5333,HDFC Top 100 Fund - Regular Plan - Growth
2022-11-11,453.9711,HDFC Top 100 Fund - Regular Plan - Growth
2022-11-12,453.9711,HDFC Top 100 Fund - Regular Plan - Growth
2022-11-13,453.9711,HDFC Top 100 Fund - Regular Plan - Growth
2022-11-14,453.9711,HDFC Top 100 Fund - Regular Plan - Growth
2022-11-15,453.9711,HDFC Top 100 Fund - Regular Plan - Growth
2022-11-16,453.9711,HDFC Top 100 Fund - Regular Plan - Growth
2022-11-17,453.9711,HDFC Top 100 Fund - Regular Plan - Growth
2022-11-18,453.9711,HDFC Top 100 Fund - Regular Plan - Growth
2022-11-19,453.9711,HDFC Top 100 Fund - Regular Plan - Growth
2022-11-20,453.9711,HDFC Top 100 Fund - Regular Plan - Growth
2022-11-21,453.9711,HDFC Top 100 Fund - Regular Plan - Growth
2022-11-22,453.9711,HDFC Top 100 Fund - Regular Plan - Growth
2022-11-23,453.9711,HDFC Top 100 Fund - Regular Plan - Growth
2022-11-24,453.9711,HDFC Top 100 Fund - Regular Plan - Growth
2022-11-25,453.9711,HDFC Top 100 Fund - Regular Plan - Growth
2022-11-26,453.9711,HDFC Top 100 Fund - Regular Plan - Growth
2022-11-27,453.9711,HDFC Top 100 Fund - Regular Plan - Growth
2022-11-28,453.9711,HDFC Top 100 Fund - Regular Plan - Growth
2022-11-29,453.9711,HDFC Top 100 Fund - Regular Plan - Growth
2022-11-30,453.9711,HDFC Top 100 Fund - Regular Plan - Growth
2022-12-01,512.3195,HDFC Top 100 Fund - Regular Plan - Growth
2022-12-02,512.3195,HDFC Top 100 Fund - Regular Plan - Growth
2022-12-03,512.3195,HDFC Top 100 Fund - Regular Plan - Growth
2022-12-04,527.7466,HDFC Top 100 Fund - Regular Plan - Growth
2022-12-05,495.8735,HDFC Top 100 Fund - Regular Plan - Growth
2022-12-06,495.8735,HDFC Top 100 Fund - Regular Plan - Growth
2022-12-07,444.7739,HDFC Top 100 Fund - Regular Plan - Growth
2022-12-08,415.5307,HDFC Top 100 Fund - Regular Plan - Growth
2022-12-09,421.5737,HDFC Top 100 Fund - Regular Plan - Growth
2022-12-10,420.0881,HDFC Top 100 Fund - Regular Plan - Growth
2022-12-11,420.0881,HDFC Top 100 Fund - Regular Plan - Growth
2022-12-12,488.4785,HDFC Top 100 Fund - Regular Plan - Growth
2022-12-13,488.4785,HDFC Top 100 Fund - Regular Plan - Growth
2022-12-14,488.4785,HDFC Top 100 Fund - Regular Plan - Growth
2022-12-15,488.4785,HDFC Top 100 Fund - Regular Plan - Growth
2022-12-16,488.4785,HDFC Top 100 Fund - Regular Plan - Growth
2022-12-17,488.4785,HDFC Top 100 Fund - Regular Plan - Growth
2022-12-18,488.4785,HDFC Top 100 Fund - Regular Plan - Growth
2022-12-19,488.4785,HDFC Top 100 Fund - Regular Plan - Growth
2022-12-20,488.4785,HDFC Top 100 Fund - Regular Plan - Growth
2022-12-21,488.4785,HDFC Top 100 Fund - Regular Plan - Growth
2022-12-22,488.4785,HDFC Top 100 Fund - Regular Plan - Growth
2022-12-23,488.4785,HDFC Top 100 Fund - Regular Plan - Growth
2022-12-24,488.4785,HDFC Top 100 Fund - Regular Plan - Growth
2022-12-25,488.4785,HDFC Top 100 Fund - Regular Plan - Growth
2022-12-26,488.4785,HDFC Top 100 Fund - Regular Plan - Growth
2022-12-27,488.4785,HDFC Top 100 Fund - Regular Plan - Growth
2022-12-28,488.4785,HDFC Top 100 Fund - Regular Plan - Growth
2022-12-29,488.4785,HDFC Top 100 Fund - Regular Plan - Growth
2022-12-30,488.4785,HDFC Top 100 Fund - Regular Plan - Growth
2022-12-31,488.4785,HDFC Top 100 Fund - Regular Plan - Growth
2023-01-01,488.4785,HDFC Top 100 Fund - Regular Plan - Growth
2023-01-02,487.5779,HDFC Top 100 Fund - Regular Plan - Growth
2023-01-03,508.6667,HDFC Top 100 Fund - Regular Plan - Growth
2023-01-04,508.6667,HDFC Top 100 Fund - Regular Plan - Growth
2023-01-05,571.1134,HDFC Top 100 Fund - Regular Plan - Growth
2023-01-06,565.0931,HDFC Top 100 Fund - Regular Plan - Growth
2023-01-07,565.0931,HDFC Top 100 Fund - Regular Plan - Growth
2023-01-08,575.2193,HDFC Top 100 Fund - Regular Plan - Growth
2023-01-09,576.8994,HDFC Top 100 Fund - Regular Plan - Growth
2023-01-10,576.8994,HDFC Top 100 Fund - Regular Plan - Growth
2023-01-11,578.126,HDFC Top 100 Fund - Regular Plan - Growth
2023-01-12,578.1473,HDFC Top 100 Fund - Regular Plan - Growth
2023-01-13,578.1473,HDFC Top 100 Fund - Regular Plan - Growth
2023-01-14,578.1473,HDFC Top 100 Fund - Regular Plan - Growth
2023-01-15,578.1473,HDFC Top 100 Fund - Regular Plan - Growth
2023-01-16,578.1473,HDFC Top 100 Fund - Regular Plan - Growth
2023-01-17,578.1473,HDFC Top 100 Fund - Regular Plan - Growth
2023-01-18,578.1473,HDFC Top 100 Fund - Regular Plan - Growth
2023-01-19,578.1473,HDFC Top 100 Fund - Regular Plan - Growth
2023-01-20,578.1473,HDFC Top 100 Fund - Regular Plan - Growth
2023-01-21,578.1473,HDFC Top 100 Fund - Regular Plan - Growth
2023-01-22,578.1473,HDFC Top 100 Fund - Regular Plan - Growth
2023-01-23,578.1473,HDFC Top 100 Fund - Regular Plan - Growth
2023-01-24,578.1473,HDFC Top 100 Fund - Regular Plan - Growth
