amfi_code,scheme_name,cagr_1yr,cagr_3yr,cagr_5yr,sharpe_ratio,sortino_ratio,beta,alpha_annualized,r_squared,max_drawdown,mdd_start,mdd_end,expense_ratio_pct,rank_3yr,rank_sharpe,rank_alpha,rank_expense,rank_mdd,final_score
120506,ICICI Pru Value Discovery Fund - Regular - Growth,0.3158249461410154,0.1726451739003933,,0.3385158925852908,0.2012731077333563,-2.8191131660279203e-06,0.2747085995112187,4.1225975499317263e-13,-0.3040183042115633,2026-10-03,2025-10-01,1.41,0.575,0.425,0.45,0.55,0.45,49.625
118633,Nippon India Large Cap Fund - Direct - Growth,0.2280203990658371,0.1683590183263303,,0.3179521375313836,0.1853290693570612,-0.0768178634777877,0.2518340094403254,0.0003464913887688,-0.294298802467039,2026-01-05,2025-07-01,0.72,0.55,0.325,0.3,0.8875,0.55,49.4375
149322,DSP Top 100 Equity Fund - Regular - Growth,0.1991715782850462,0.1668094891459313,,0.3337598177884919,0.1872016829880704,-0.1381392484702556,0.3339255392641977,0.0010868691896208,-0.2600168867303505,2026-12-01,2025-06-01,1.54,0.525,0.4,0.575,0.2625,0.7,48.1875
102885,UTI Nifty 50 Index Fund - Regular - Growth,0.1841293604751903,0.1780418928617022,,0.322773265344535,0.1636686968842096,-0.0996421876039956,0.280665998915045,0.0006622120775138,-0.2350349026110736,2026-12-05,2023-02-03,1.57,0.625,0.35,0.475,0.175,0.775,47.375
125498,HDFC Mid-Cap Opportunities Fund - Direct - Growth,0.1747593021123932,0.1333411670549567,,0.3012847067142118,0.2154605880439672,-0.298707155304957,0.2524148419073673,0.0048465260045681,-0.2247174333564074,2026-08-05,2023-03-02,0.78,0.4,0.3,0.325,0.775,0.85,46.125
120503,ICICI Pru Bluechip Fund - Regular - Growth,0.01875185176643,0.1376478502372842,,0.3857109892793608,0.1821403137388806,0.0640933756897211,0.2193431375417358,0.0001596743644711,-0.2982813699386675,2025-03-03,2022-03-01,1.42,0.425,0.55,0.25,0.525,0.5,44.375
119599,SBI Small Cap Fund - Direct Plan - Growth,0.1024162850995751,-0.0202007700766602,,0.3900316794567507,0.3180772206712407,0.4617584727436459,0.3608878271476752,0.0038007626971445,-0.4973716047799065,2023-11-01,2025-10-10,0.72,0.075,0.575,0.65,0.8875,0.075,43.6875
120841,Kotak Bluechip Fund - Regular - Growth,0.1289825798966686,0.1459495573407458,,0.3272783390420755,0.1777615113018669,-0.2385534737287531,0.3403647444904994,0.002614134749082,-0.3180091909346917,2026-12-05,2023-02-02,1.59,0.475,0.375,0.6,0.15,0.425,42.12499999999999
120507,ICICI Pru Liquid Fund - Regular - Growth,0.0656928919401966,0.0686824360371012,,-0.0629799936552713,-0.039560127934783,-0.0351654013860181,0.0487355095426505,0.0007155127389667,-0.0638825782098001,2026-11-05,2024-11-01,0.74,0.3,0.125,0.15,0.85,0.95,37.375
120844,Kotak Liquid Fund - Regular - Growth,0.0645917365296588,0.0636762930562062,,-0.084095795741431,-0.0514081470493186,-0.0400273003737565,0.0406985710414068,0.0010118891456484,-0.0636350286847591,2026-12-05,2022-03-01,0.6,0.275,0.075,0.125,0.95,0.975,36.625
118636,Nippon India Gilt Securities Fund - Regular - Growth,0.0956914150010821,0.0365398627163104,,-0.055110318170402,-0.0283448529939029,0.0265864325346727,0.0029643558268279,0.0002264979671548,-0.1008348162568224,2026-04-02,2022-03-01,0.55,0.175,0.15,0.025,1.0,0.9,33.5
100025,HDFC Short Term Debt Fund - Regular - Growth,0.0218317307537749,0.0458099280626917,,-0.1421099131440478,-0.0714540990593994,-0.0737797053175713,0.0291814476914985,0.0030488705168144,-0.0954014531408075,2025-01-12,2025-05-02,0.56,0.2,0.025,0.075,0.975,0.925,32.0
101208,ABSL Liquid Fund - Regular - Growth,0.0648431091966661,0.0594458439734228,,-0.1212607135694185,-0.0748825734137417,-0.0321572573923676,0.0364096575428999,0.0007715540416957,-0.0611055202968692,2026-12-05,2022-10-01,0.79,0.25,0.05,0.1,0.75,1.0,32.0
120842,Kotak Emerging Equity Fund - Regular - Growth,0.1367929943801196,0.0817824125176958,,0.1747136729591957,0.1341348029203076,-0.1113400060465442,0.1547418260210667,0.0008446260116417,-0.2347219221889098,2025-05-11,2024-01-08,1.56,0.35,0.225,0.225,0.2,0.8,31.625000000000004
119120,SBI Magnum Gilt Fund - Regular Plan - Growth,0.063431351132055,0.054469790629017,,-0.0747372227068021,-0.0346929658928292,-0.0706528325387566,0.0264179395358543,0.0023094317656558,-0.1010552140168314,2026-12-02,2023-09-01,0.77,0.225,0.1,0.05,0.8,0.875,31.0
119095,Axis Small Cap Fund - Regular - Growth,-0.479896702732555,-0.1160606426238086,,0.361058057877351,0.2730923199067381,-0.3109495008640229,0.2669092275220848,0.0021956540527044,-0.4984219558031021,2025-08-05,2026-11-05,1.38,0.025,0.5,0.375,0.6,0.05,30.25
100016,HDFC Top 100 Fund - Regular Plan - Growth,-0.0413186977777432,-0.002137932243199,,0.1428605434908653,0.09743608620426,-0.0704195656226516,0.254682185154013,0.0003519551124488,-0.2290363707285403,2022-04-04,2022-10-08,1.55,0.125,0.2,0.35,0.225,0.825,27.375
101207,ABSL Small Cap Fund - Regular - Growth,-0.260845098094249,-0.0384373325306974,,0.3499114587181315,0.2519218255648396,-0.0353276534985567,0.2311461087652278,3.351440168307652e-05,-0.355330285331958,2024-08-11,2022-02-06,1.53,0.05,0.475,0.275,0.3125,0.275,26.3125
102886,UTI Mid Cap Fund - Regular - Growth,-0.1228002280541108,-0.0082277707422099,,0.2066792894663884,0.176892367497479,0.055261180774082,0.0947424507118176,0.0001309166981245,-0.2765192290026168,2025-07-01,2026-04-05,1.51,0.1,0.25,0.175,0.4125,0.6,24.9375
119092,Axis Bluechip Fund - Regular - Growth,0.0319837447320892,0.0056171884047631,,0.1326664399666717,0.0872499578193612,-0.1468958452647243,0.1168931678607308,0.0019468180900785,-0.2483277770882994,2026-06-01,2022-07-04,1.64,0.15,0.175,0.2,0.0375,0.75,20.9375
